org_id,endpoint_hash
https://oauth.ipatientcare.net/api/Organization/e167a65d-9b75-11ef-91a9-0a34c90c8dcf,183450fefbf438a9
https://oauth.ipatientcare.net/api/Organization/e2cb19e7-9b75-11ef-91a9-0a34c90c8dcf,b6daa3627798f766
https://oauth.ipatientcare.net/api/Organization/e2c7aea2-9b75-11ef-91a9-0a34c90c8dcf,ad4769aafabbdad1
https://oauth.ipatientcare.net/api/Organization/e218b952-9b75-11ef-91a9-0a34c90c8dcf,2cc87813e4d85412
https://oauth.ipatientcare.net/api/Organization/e1cf8f58-9b75-11ef-91a9-0a34c90c8dcf,274359883be2ab40
https://oauth.ipatientcare.net/api/Organization/e2937420-9b75-11ef-91a9-0a34c90c8dcf,90e2f339e19d7f57
https://oauth.ipatientcare.net/api/Organization/e281619e-9b75-11ef-91a9-0a34c90c8dcf,609ae7b63e8c425b
https://oauth.ipatientcare.net/api/Organization/e216b70f-9b75-11ef-91a9-0a34c90c8dcf,f662749b844e1b33
https://oauth.ipatientcare.net/api/Organization/e1b72a7f-9b75-11ef-91a9-0a34c90c8dcf,87814ada03fb744a
https://oauth.ipatientcare.net/api/Organization/e2c98890-9b75-11ef-91a9-0a34c90c8dcf,1446055d73120bd8
https://oauth.ipatientcare.net/api/Organization/e2c42e9f-9b75-11ef-91a9-0a34c90c8dcf,cf399089b9aca92f
https://oauth.ipatientcare.net/api/Organization/e12fe442-9b75-11ef-91a9-0a34c90c8dcf,b5ee2649cc3f52c5
https://oauth.ipatientcare.net/api/Organization/e2b4a976-9b75-11ef-91a9-0a34c90c8dcf,131e2d44119d06e5
https://oauth.ipatientcare.net/api/Organization/e1e2be2f-9b75-11ef-91a9-0a34c90c8dcf,ebd972b2d39362f9
https://oauth.ipatientcare.net/api/Organization/e2a85c82-9b75-11ef-91a9-0a34c90c8dcf,df4a17ddd0f322f7
https://oauth.ipatientcare.net/api/Organization/e2493e0a-9b75-11ef-91a9-0a34c90c8dcf,7f78c6946a60c747
https://oauth.ipatientcare.net/api/Organization/e153eff2-9b75-11ef-91a9-0a34c90c8dcf,cdcc27613000822f
https://oauth.ipatientcare.net/api/Organization/e1f49e89-9b75-11ef-91a9-0a34c90c8dcf,03cd6d465b55db6e
https://oauth.ipatientcare.net/api/Organization/e1d62b7d-9b75-11ef-91a9-0a34c90c8dcf,004acf129346c64e
https://oauth.ipatientcare.net/api/Organization/e117a321-9b75-11ef-91a9-0a34c90c8dcf,68e844b05ff53cf8
https://oauth.ipatientcare.net/api/Organization/e1ee1a07-9b75-11ef-91a9-0a34c90c8dcf,c7b449032ca13d42
https://oauth.ipatientcare.net/api/Organization/e2909a25-9b75-11ef-91a9-0a34c90c8dcf,4eb55a7e21a41213
https://oauth.ipatientcare.net/api/Organization/e1eb643f-9b75-11ef-91a9-0a34c90c8dcf,fbcca115801bf60f
https://oauth.ipatientcare.net/api/Organization/e2ac91e7-9b75-11ef-91a9-0a34c90c8dcf,a79e6cb843e6bc77
https://oauth.ipatientcare.net/api/Organization/e2a615e6-9b75-11ef-91a9-0a34c90c8dcf,bf5ca193315d49a0
https://oauth.ipatientcare.net/api/Organization/e286be07-9b75-11ef-91a9-0a34c90c8dcf,10a20c2804c56ba7
https://oauth.ipatientcare.net/api/Organization/e1d839be-9b75-11ef-91a9-0a34c90c8dcf,022457e71ee4daff
https://oauth.ipatientcare.net/api/Organization/e2b8ca4d-9b75-11ef-91a9-0a34c90c8dcf,68c30fc058ed125d
https://oauth.ipatientcare.net/api/Organization/e16d04ab-9b75-11ef-91a9-0a34c90c8dcf,7d88bd1592e3469e
https://oauth.ipatientcare.net/api/Organization/e2406b70-9b75-11ef-91a9-0a34c90c8dcf,c54d5e2013728f94
https://oauth.ipatientcare.net/api/Organization/e26082e2-9b75-11ef-91a9-0a34c90c8dcf,1b8cbd79d1f5541e
https://oauth.ipatientcare.net/api/Organization/e212bb65-9b75-11ef-91a9-0a34c90c8dcf,d33b85291522f83f
https://oauth.ipatientcare.net/api/Organization/e28ba15c-9b75-11ef-91a9-0a34c90c8dcf,a80492c801013394
https://oauth.ipatientcare.net/api/Organization/e1b64015-9b75-11ef-91a9-0a34c90c8dcf,98562c12a06af2e8
https://oauth.ipatientcare.net/api/Organization/e1acb485-9b75-11ef-91a9-0a34c90c8dcf,00271e04e576c2d6
https://oauth.ipatientcare.net/api/Organization/e284172d-9b75-11ef-91a9-0a34c90c8dcf,23655e0216e75f93
https://oauth.ipatientcare.net/api/Organization/e27fe8ed-9b75-11ef-91a9-0a34c90c8dcf,166ffcd11922e7d4
https://oauth.ipatientcare.net/api/Organization/e2b12f4a-9b75-11ef-91a9-0a34c90c8dcf,c18f8c8355bb6641
https://oauth.ipatientcare.net/api/Organization/e25b9d3b-9b75-11ef-91a9-0a34c90c8dcf,15307f80c68740ea
https://oauth.ipatientcare.net/api/Organization/e2c4d914-9b75-11ef-91a9-0a34c90c8dcf,09210ab647b1e668
https://oauth.ipatientcare.net/api/Organization/e21a954f-9b75-11ef-91a9-0a34c90c8dcf,2a08c4c6b9ae0af4
https://oauth.ipatientcare.net/api/Organization/e12ef4a1-9b75-11ef-91a9-0a34c90c8dcf,6ba4499878ca8338
https://oauth.ipatientcare.net/api/Organization/e18298d0-9b75-11ef-91a9-0a34c90c8dcf,22d9c174fee6c554
https://oauth.ipatientcare.net/api/Organization/e22a71cd-9b75-11ef-91a9-0a34c90c8dcf,239938de2aab2548
https://oauth.ipatientcare.net/api/Organization/e2672031-9b75-11ef-91a9-0a34c90c8dcf,1e9a34bad1b5dfa4
https://oauth.ipatientcare.net/api/Organization/e1a95f3c-9b75-11ef-91a9-0a34c90c8dcf,d2c6c65e8e31c905
https://oauth.ipatientcare.net/api/Organization/e214fbac-9b75-11ef-91a9-0a34c90c8dcf,34406628274f7637
https://oauth.ipatientcare.net/api/Organization/e19f5f12-9b75-11ef-91a9-0a34c90c8dcf,c79067b8ad423021
https://oauth.ipatientcare.net/api/Organization/e202e3f3-9b75-11ef-91a9-0a34c90c8dcf,a58c7ab4b7614626
https://oauth.ipatientcare.net/api/Organization/e141df23-9b75-11ef-91a9-0a34c90c8dcf,9ae8b76449704aef
https://oauth.ipatientcare.net/api/Organization/e26b2617-9b75-11ef-91a9-0a34c90c8dcf,5cd8a787b67b095f
https://oauth.ipatientcare.net/api/Organization/e23acfbd-9b75-11ef-91a9-0a34c90c8dcf,a138f606a0750c16
https://oauth.ipatientcare.net/api/Organization/e1763e88-9b75-11ef-91a9-0a34c90c8dcf,b6afc0016ab91e96
https://oauth.ipatientcare.net/api/Organization/e1c93899-9b75-11ef-91a9-0a34c90c8dcf,28cf35c7fdde9c6b
https://oauth.ipatientcare.net/api/Organization/e27ecab7-9b75-11ef-91a9-0a34c90c8dcf,abe78ec36ed79e11
https://oauth.ipatientcare.net/api/Organization/e28d26c5-9b75-11ef-91a9-0a34c90c8dcf,cc56541df728cbd6
https://oauth.ipatientcare.net/api/Organization/e223ab63-9b75-11ef-91a9-0a34c90c8dcf,73e511e54037d06b
https://oauth.ipatientcare.net/api/Organization/e21df0b5-9b75-11ef-91a9-0a34c90c8dcf,1836fe5fd209dd84
https://oauth.ipatientcare.net/api/Organization/e1d463a5-9b75-11ef-91a9-0a34c90c8dcf,a337c80a44556137
https://oauth.ipatientcare.net/api/Organization/e2bd629b-9b75-11ef-91a9-0a34c90c8dcf,2813b50fb7092154
